Date,Close_HDFC,Close_KOTAK,Close_SBI
8/23/2004,542.25,353.35,418.35
8/24/2004,547.55,355.75,420.25
8/25/2004,551.05,174.85,431.45
8/26/2004,557.30,174.20,435.95
8/27/2004,558.70,175.75,434.20
8/30/2004,555.60,174.90,445.30
8/31/2004,555.85,173.90,442.85
9/1/2004,560.90,173.55,450.70
9/2/2004,558.35,173.40,452.60
9/3/2004,560.10,175.90,462.30
9/6/2004,568.60,174.05,459.85
9/7/2004,569.15,174.75,466.70
9/8/2004,590.15,175.10,465.50
9/9/2004,589.80,175.15,462.85
9/10/2004,611.20,172.60,466.75
9/13/2004,623.85,174.15,456.70
9/14/2004,636.80,174.45,456.00
9/15/2004,616.85,180.60,455.85
9/16/2004,606.45,181.80,465.30
9/17/2004,618.40,183.05,480.55
9/20/2004,614.60,180.65,477.50
9/21/2004,627.80,181.00,480.10
9/22/2004,629.25,181.40,492.90
9/23/2004,624.55,190.80,483.00
9/24/2004,614.20,188.05,478.70
9/27/2004,607.50,185.40,473.75
9/28/2004,609.50,184.05,466.65
9/29/2004,609.60,184.45,473.10
9/30/2004,611.90,183.60,468.10
10/1/2004,628.80,188.20,478.85
10/4/2004,649.85,189.80,482.70
10/5/2004,648.85,188.75,489.80
10/6/2004,668.10,187.15,480.40
10/7/2004,672.25,189.00,486.75
10/8/2004,682.15,187.00,489.15
10/9/2004,672.05,186.30,488.30
10/11/2004,681.00,185.70,480.05
10/12/2004,690.15,185.40,470.15
10/14/2004,654.55,184.05,466.50
10/15/2004,629.70,182.80,465.60
10/18/2004,648.40,182.45,460.45
10/19/2004,658.70,180.60,464.60
10/20/2004,653.85,180.45,459.65
10/21/2004,661.85,182.20,462.40
10/25/2004,655.40,181.25,439.25
10/26/2004,641.35,174.75,451.85
10/27/2004,659.85,176.80,448.70
10/28/2004,639.75,175.90,444.35
10/29/2004,640.40,179.50,447.40
11/1/2004,629.85,179.90,468.65
11/2/2004,649.65,180.95,469.65
11/3/2004,668.95,181.30,487.80
11/4/2004,670.25,189.30,481.15
11/5/2004,667.70,187.10,498.45
11/8/2004,679.70,187.45,496.00
11/9/2004,704.90,189.85,490.00
11/10/2004,695.65,190.45,493.30
11/11/2004,690.00,188.20,490.95
11/12/2004,693.55,188.35,492.05
11/16/2004,689.90,188.80,504.80
11/17/2004,687.10,193.05,513.60
11/18/2004,707.50,202.20,521.60
11/19/2004,715.60,215.45,510.15
11/22/2004,726.45,222.95,513.65
11/23/2004,730.80,231.90,516.10
11/24/2004,751.15,245.25,518.00
11/25/2004,767.75,240.65,512.65
11/29/2004,769.60,256.00,525.30
11/30/2004,800.75,259.90,529.70
12/1/2004,769.30,266.80,541.00
12/2/2004,803.70,272.45,581.55
12/3/2004,769.25,263.65,577.85
12/6/2004,776.25,260.60,575.55
12/7/2004,769.85,249.35,571.00
12/8/2004,754.75,253.05,592.85
12/9/2004,777.15,250.05,605.65
12/10/2004,764.10,245.55,595.10
12/13/2004,779.75,250.90,596.30
12/14/2004,787.25,251.85,603.55
12/15/2004,795.25,261.65,604.45
12/16/2004,794.80,267.60,587.65
12/17/2004,777.20,269.50,583.25
12/20/2004,782.65,265.65,592.25
12/21/2004,779.65,261.55,603.70
12/22/2004,769.15,262.60,594.95
12/23/2004,758.05,273.75,609.40
12/24/2004,761.00,275.70,608.95
12/27/2004,761.20,280.30,613.75
12/28/2004,758.05,290.55,624.70
12/29/2004,761.20,287.20,622.60
12/30/2004,756.55,284.10,633.05
12/31/2004,769.05,286.50,652.00
1/3/2005,766.60,287.05,655.75
1/4/2005,764.85,297.50,649.90
1/5/2005,747.00,289.00,617.45
1/6/2005,737.35,280.95,604.30
1/7/2005,726.35,284.10,615.65
1/10/2005,730.45,285.50,599.95
1/11/2005,721.50,272.60,588.25
1/12/2005,722.10,263.10,573.20
1/13/2005,719.70,272.40,593.05
1/14/2005,733.55,267.65,578.40
1/17/2005,751.65,268.65,589.00
1/18/2005,778.65,269.50,584.50
1/19/2005,776.55,268.25,581.20
1/20/2005,762.90,268.50,576.35
1/24/2005,745.25,261.05,571.20
1/25/2005,749.55,260.55,581.95
1/27/2005,754.70,269.25,580.95
1/28/2005,754.05,278.25,622.20
1/31/2005,778.10,288.30,643.00
2/1/2005,775.50,294.00,634.05
2/2/2005,773.35,297.95,648.75
2/3/2005,787.15,304.95,656.10
2/4/2005,817.00,308.00,648.15
2/7/2005,794.95,313.00,642.85
2/8/2005,816.35,319.20,635.20
2/9/2005,813.30,318.40,652.20
2/10/2005,791.20,330.00,648.50
2/11/2005,784.80,330.25,654.05
2/14/2005,782.70,321.80,665.55
2/15/2005,779.70,313.35,661.15
2/16/2005,772.45,305.10,663.15
2/17/2005,775.80,303.25,659.70
2/18/2005,781.70,299.95,658.25
2/21/2005,776.20,304.55,660.75
2/22/2005,778.50,311.80,680.35
2/23/2005,776.65,323.15,677.00
2/24/2005,770.85,322.80,690.95
2/25/2005,757.55,320.00,685.10
2/28/2005,778.75,329.05,714.65
3/1/2005,782.15,355.60,695.60
3/2/2005,770.25,373.95,706.40
3/3/2005,773.55,369.25,717.10
3/4/2005,786.90,362.10,713.45
3/7/2005,802.45,366.50,726.60
3/8/2005,794.45,357.70,724.05
3/9/2005,801.25,367.80,720.85
3/10/2005,820.05,372.45,742.10
3/11/2005,802.00,373.75,736.90
3/14/2005,800.80,361.15,734.10
3/15/2005,788.25,360.90,731.75
3/16/2005,783.20,365.00,728.00
3/17/2005,780.15,363.70,726.20
3/18/2005,761.10,364.80,727.80
3/21/2005,752.60,365.20,722.70
3/22/2005,738.65,365.60,693.25
3/23/2005,708.10,344.30,657.70
3/24/2005,691.05,330.25,664.40
3/28/2005,708.85,338.80,665.60
3/29/2005,689.40,336.00,641.70
3/30/2005,734.80,344.85,661.05
3/31/2005,729.00,339.45,654.80
4/1/2005,716.65,339.25,670.10
4/4/2005,725.40,330.40,667.00
4/5/2005,725.65,334.70,645.40
4/6/2005,714.95,335.55,651.55
4/7/2005,717.60,336.10,655.05
4/8/2005,712.50,328.05,653.15
4/11/2005,701.30,332.15,642.45
4/12/2005,708.40,337.85,646.60
4/13/2005,722.80,330.05,645.70
4/15/2005,702.65,315.85,621.75
4/18/2005,691.50,307.15,620.10
4/19/2005,705.35,294.35,616.45
4/20/2005,717.85,297.15,620.65
4/21/2005,726.50,297.05,628.50
4/22/2005,726.70,320.70,620.40
4/25/2005,730.35,315.00,624.15
4/26/2005,720.25,317.85,624.80
4/27/2005,726.10,314.00,619.95
4/28/2005,752.45,307.10,604.20
4/29/2005,731.20,303.05,584.85
5/2/2005,736.55,301.80,589.35
5/3/2005,747.80,302.85,599.15
5/4/2005,753.75,305.65,607.30
5/5/2005,743.85,319.00,616.20
5/6/2005,743.00,321.85,617.10
5/9/2005,742.10,321.40,621.70
5/10/2005,735.90,321.50,617.25
5/11/2005,735.10,332.55,615.20
5/12/2005,753.30,329.65,618.85
5/13/2005,766.50,343.55,619.35
5/16/2005,764.80,347.65,633.40
5/17/2005,766.35,344.85,627.40
5/18/2005,761.85,341.85,641.25
5/19/2005,762.15,342.45,638.60
5/20/2005,761.45,346.95,649.00
5/23/2005,757.55,350.20,650.45
5/24/2005,754.80,350.05,662.70
5/25/2005,757.15,350.65,677.45
5/26/2005,771.05,345.30,683.65
5/27/2005,765.00,347.75,668.30
5/30/2005,760.00,346.40,662.25
5/31/2005,763.60,373.45,670.45
6/1/2005,769.10,399.55,660.20
6/2/2005,764.70,385.45,655.30
6/3/2005,763.90,379.20,662.45
6/4/2005,769.70,388.30,665.40
6/6/2005,781.70,390.90,682.35
6/7/2005,807.45,398.60,685.95
6/8/2005,826.60,395.70,689.90
6/9/2005,838.90,393.50,689.40
6/10/2005,842.25,392.35,680.65
6/13/2005,831.50,387.80,681.85
6/14/2005,822.00,390.15,686.20
6/15/2005,817.70,385.00,689.00
6/16/2005,844.20,382.00,679.95
6/17/2005,859.85,377.85,667.40
6/20/2005,850.10,374.15,657.05
6/21/2005,845.60,374.35,665.85
6/22/2005,872.60,390.05,661.25
6/23/2005,860.10,396.85,683.20
6/24/2005,849.85,394.40,678.60
6/27/2005,852.00,397.70,671.65
6/28/2005,864.40,391.00,662.05
6/29/2005,851.90,392.10,672.95
6/30/2005,890.85,392.85,681.90
7/1/2005,870.25,394.45,706.25
7/4/2005,880.60,399.40,711.65
7/5/2005,901.80,400.25,704.30
7/6/2005,930.65,400.55,720.80
7/7/2005,901.80,402.85,710.25
7/8/2005,910.35,414.05,717.70
7/11/2005,927.30,425.00,714.75
7/12/2005,899.40,422.85,717.90
7/13/2005,887.90,412.40,726.40
7/14/2005,878.20,415.45,712.50
7/15/2005,890.90,411.35,719.25
7/18/2005,891.00,401.50,716.55
7/19/2005,900.45,406.95,721.50
7/20/2005,880.05,415.45,724.85
7/21/2005,892.60,419.25,709.80
7/22/2005,894.85,424.75,721.10
7/25/2005,905.05,428.30,743.20
7/26/2005,907.40,430.05,751.65
7/27/2005,907.60,430.10,775.15
7/29/2005,925.80,426.15,800.25
8/1/2005,925.25,424.35,789.95
8/2/2005,929.75,430.25,803.55
8/3/2005,927.45,439.60,810.55
8/4/2005,918.20,455.80,808.45
8/5/2005,906.00,481.30,805.75
8/8/2005,893.35,500.35,778.90
8/9/2005,897.90,497.55,777.05
8/10/2005,909.15,500.00,807.25
8/11/2005,950.95,489.10,817.40
8/12/2005,937.45,491.15,811.05
8/16/2005,939.30,492.70,807.05
8/17/2005,939.75,488.65,816.95
8/18/2005,927.60,488.95,810.55
8/19/2005,927.60,488.00,805.40
8/22/2005,913.50,487.05,789.95
8/23/2005,909.25,477.30,778.25
8/24/2005,899.75,464.75,774.50
8/25/2005,885.40,202.75,781.65
8/26/2005,893.05,214.35,781.60
8/29/2005,871.70,208.25,770.80
8/30/2005,898.25,205.40,787.85
8/31/2005,903.80,200.10,796.30
9/1/2005,918.50,194.65,799.60
9/2/2005,903.50,191.50,806.10
9/5/2005,903.65,194.50,817.05
9/6/2005,901.80,193.45,835.15
9/8/2005,937.30,191.85,838.45
9/9/2005,917.70,191.85,857.70
9/12/2005,932.60,214.15,869.10
9/13/2005,961.45,210.05,882.45
9/14/2005,987.15,203.05,898.50
9/15/2005,1001.10,203.30,902.85
9/16/2005,1064.80,204.30,901.25
9/19/2005,1052.30,207.80,911.90
9/20/2005,1029.85,205.05,912.95
9/21/2005,990.35,205.00,918.95
9/22/2005,966.75,195.85,891.65
9/23/2005,955.85,195.05,889.95
9/26/2005,988.95,198.90,914.70
9/27/2005,1001.75,199.85,928.75
9/28/2005,1037.85,203.70,936.85
9/29/2005,1019.75,204.15,940.95
9/30/2005,1039.40,199.80,938.20
10/3/2005,1018.45,200.50,945.35
10/4/2005,1023.55,199.45,958.50
10/5/2005,1030.40,193.80,946.90
10/6/2005,1000.90,185.80,925.40
10/7/2005,994.55,188.80,916.75
10/10/2005,983.80,188.35,903.45
10/11/2005,991.90,189.75,937.90
10/13/2005,981.60,186.55,923.30
10/14/2005,985.85,181.90,910.50
10/17/2005,979.40,179.40,924.15
10/18/2005,983.25,178.90,912.25
10/19/2005,973.90,172.55,889.20
10/20/2005,950.85,167.70,868.40
10/21/2005,923.70,174.90,886.65
10/24/2005,912.90,174.15,864.30
10/25/2005,910.60,175.75,884.95
10/26/2005,926.80,179.95,884.75
10/27/2005,944.35,177.05,830.95
10/28/2005,938.95,171.80,810.50
10/31/2005,967.90,172.10,839.10
11/1/2005,969.65,176.70,838.85
11/2/2005,1000.30,190.70,830.10
11/7/2005,1004.45,196.40,834.90
11/8/2005,1040.75,203.30,833.10
11/9/2005,1048.90,194.10,846.80
11/10/2005,1027.05,195.45,849.50
11/11/2005,1049.85,197.50,870.95
11/14/2005,1077.50,198.70,882.15
11/16/2005,1067.90,207.05,896.15
11/17/2005,1046.10,204.10,911.90
11/18/2005,1042.95,206.35,910.20
11/21/2005,1069.85,200.25,892.70
11/22/2005,1048.15,210.40,875.15
11/23/2005,1052.90,209.65,896.90
11/24/2005,1085.85,208.15,901.30
11/25/2005,1116.25,208.90,907.15
11/26/2005,1118.60,209.05,910.70
11/28/2005,1138.90,207.70,933.60
11/29/2005,1138.10,209.10,916.05
11/30/2005,1127.95,212.70,896.65
12/1/2005,1143.65,217.35,913.35
12/2/2005,1145.20,227.25,910.40
12/5/2005,1112.85,230.30,892.50
12/6/2005,1126.15,221.90,880.00
12/7/2005,1120.80,225.50,886.50
12/8/2005,1102.80,249.15,886.65
12/9/2005,1111.00,236.40,898.45
12/12/2005,1127.90,226.25,909.35
12/13/2005,1171.35,241.75,926.50
12/14/2005,1191.60,242.30,929.70
12/15/2005,1195.40,235.35,897.50
12/16/2005,1232.15,242.95,922.20
12/19/2005,1241.30,245.40,942.40
12/20/2005,1241.50,241.80,932.20
12/21/2005,1268.50,239.55,907.75
12/22/2005,1290.35,236.50,911.25
12/23/2005,1203.30,236.70,892.75
12/26/2005,1174.50,225.20,868.80
12/27/2005,1169.05,227.90,891.00
12/28/2005,1188.90,225.20,898.10
12/29/2005,1218.50,220.50,892.10
12/30/2005,1207.00,223.40,908.15
1/2/2006,1191.30,225.10,904.90
1/3/2006,1230.00,234.80,912.05
1/4/2006,1241.30,238.70,917.90
1/5/2006,1240.75,245.05,941.30
1/6/2006,1267.50,239.85,940.15
1/9/2006,1274.55,242.45,926.95
1/10/2006,1224.95,238.85,911.10
1/12/2006,1199.95,231.10,932.95
1/13/2006,1180.75,230.25,923.80
1/16/2006,1171.85,225.15,917.40
1/17/2006,1157.80,223.85,907.85
1/18/2006,1148.05,220.70,893.00
1/19/2006,1181.55,223.95,907.80
1/20/2006,1250.50,238.20,906.85
1/23/2006,1211.50,235.05,902.55
1/24/2006,1237.40,233.95,901.95
1/25/2006,1280.75,228.60,885.20
1/27/2006,1302.45,239.90,913.75
1/30/2006,1318.15,240.15,883.75
1/31/2006,1339.70,234.00,886.35
2/1/2006,1387.80,234.05,869.25
2/2/2006,1358.70,227.65,865.00
2/3/2006,1303.90,231.30,857.20
2/6/2006,1337.60,246.35,865.45
2/7/2006,1343.75,257.90,875.30
2/8/2006,1341.55,250.55,878.90
2/10/2006,1363.55,240.25,879.90
2/13/2006,1363.00,242.55,884.15
2/14/2006,1370.60,238.70,869.00
2/15/2006,1338.00,237.65,867.40
2/16/2006,1340.35,235.75,868.20
2/17/2006,1300.15,233.70,857.75
2/20/2006,1318.25,231.30,864.60
2/21/2006,1332.15,231.80,868.45
2/22/2006,1377.10,229.30,867.20
2/23/2006,1377.90,230.80,852.00
2/24/2006,1364.90,233.80,875.95
2/27/2006,1384.95,232.90,891.25
2/28/2006,1365.65,229.30,877.50
3/1/2006,1354.80,238.90,881.20
3/2/2006,1355.25,248.00,894.65
3/3/2006,1316.95,247.70,895.10
3/6/2006,1335.50,239.55,896.50
3/7/2006,1342.10,236.45,904.15
3/8/2006,1296.50,229.10,888.65
3/9/2006,1278.80,242.90,905.90
3/10/2006,1326.95,236.25,920.35
3/13/2006,1305.10,230.05,928.10
3/14/2006,1320.65,230.30,953.90
3/16/2006,1349.45,246.30,962.60
3/17/2006,1338.05,250.70,961.75
3/20/2006,1338.70,257.60,970.45
3/21/2006,1310.15,263.40,968.20
3/22/2006,1318.65,267.00,948.60
3/23/2006,1318.85,274.15,974.85
3/24/2006,1314.25,280.00,981.95
3/27/2006,1315.35,275.60,987.80
3/28/2006,1339.00,275.40,982.60
3/29/2006,1337.45,283.80,984.00
3/30/2006,1358.40,280.05,965.65
3/31/2006,1336.80,279.25,968.50
4/3/2006,1340.00,284.75,983.35
4/4/2006,1348.10,282.70,996.75
4/5/2006,1351.70,282.60,1007.05
4/7/2006,1335.80,281.05,979.65
4/10/2006,1329.55,280.00,964.30
4/12/2006,1286.35,284.10,937.85
4/13/2006,1258.00,274.50,918.35
4/17/2006,1273.60,281.15,931.65
4/18/2006,1282.15,287.25,943.20
4/19/2006,1299.05,287.15,938.05
4/20/2006,1275.45,300.20,937.50
4/21/2006,1272.65,316.50,921.60
4/24/2006,1261.55,304.70,915.05
4/25/2006,1254.55,307.45,900.90
4/26/2006,1296.45,309.40,909.70
4/27/2006,1296.45,310.70,891.35
4/28/2006,1299.65,314.25,882.85
4/29/2006,1311.75,310.90,913.10
5/2/2006,1308.00,312.15,937.65
5/3/2006,1298.25,315.85,961.70
5/4/2006,1293.30,369.40,958.95
5/5/2006,1287.15,374.40,953.85
5/8/2006,1340.95,376.80,956.90
5/9/2006,1355.00,378.50,976.05
5/10/2006,1362.80,373.30,1002.15
5/11/2006,1390.70,369.35,976.45
5/12/2006,1380.75,362.60,958.65
5/15/2006,1353.55,363.35,923.90
5/16/2006,1343.35,359.35,923.95
5/17/2006,1354.35,358.75,989.70
5/18/2006,1292.30,331.60,906.35
5/19/2006,1255.30,325.45,869.10
5/22/2006,1210.35,296.85,859.80
5/23/2006,1246.55,304.45,872.55
5/24/2006,1174.65,292.20,867.85
5/25/2006,1153.30,276.25,870.50
5/26/2006,1176.00,286.95,874.45
5/29/2006,1203.40,311.90,881.85
5/30/2006,1179.10,305.65,860.25
5/31/2006,1123.55,294.40,832.65
6/1/2006,1105.15,277.20,818.75
6/2/2006,1178.50,284.65,838.75
6/5/2006,1199.00,284.35,813.95
6/6/2006,1163.45,280.35,840.10
6/7/2006,1160.85,266.15,806.65
6/8/2006,1109.65,215.60,768.40
6/9/2006,1207.75,258.35,771.60
6/12/2006,1117.30,250.10,746.40
6/13/2006,1016.70,238.75,750.55
6/14/2006,998.05,228.00,741.25
6/15/2006,1059.75,245.30,772.15
6/16/2006,1044.45,244.15,766.85
6/19/2006,1053.15,239.75,753.30
6/20/2006,1013.95,239.50,736.75
6/21/2006,1020.30,240.35,739.90
6/22/2006,1123.70,244.80,773.45
6/23/2006,1105.45,241.30,762.65
6/25/2006,1103.00,244.85,754.10
6/26/2006,1043.20,239.60,728.65
6/27/2006,1089.05,230.70,730.05
6/28/2006,1051.85,221.90,714.60
6/29/2006,1087.45,232.60,708.70
6/30/2006,1139.80,244.00,727.75
7/3/2006,1131.55,243.90,742.60
7/4/2006,1160.55,244.95,755.75
7/5/2006,1214.95,248.90,755.00
7/6/2006,1221.10,250.55,748.30
7/7/2006,1166.50,241.50,721.75
7/10/2006,1198.85,239.10,729.50
7/11/2006,1199.60,238.10,728.55
7/12/2006,1204.15,240.00,736.10
7/13/2006,1164.85,236.25,731.25
7/14/2006,1143.20,245.10,737.40
7/17/2006,1081.30,243.65,708.30
7/18/2006,1064.15,241.15,701.20
7/19/2006,1063.25,244.80,690.50
7/20/2006,1080.25,253.50,726.00
7/21/2006,1071.35,262.20,715.80
7/24/2006,1077.40,263.05,740.65
7/25/2006,1097.15,269.35,748.35
7/26/2006,1135.15,276.10,754.25
7/27/2006,1191.30,274.30,763.65
7/28/2006,1185.25,277.85,796.40
7/31/2006,1177.40,284.00,810.25
8/1/2006,1194.15,280.50,811.75
8/2/2006,1191.60,278.70,826.35
8/3/2006,1225.35,278.80,830.60
8/4/2006,1242.10,287.20,807.80
8/7/2006,1235.30,284.45,810.55
8/8/2006,1246.05,287.05,831.70
8/9/2006,1240.15,294.05,865.05
8/10/2006,1274.05,293.70,862.85
8/11/2006,1267.45,296.50,859.50
8/14/2006,1301.65,300.20,871.45
8/16/2006,1285.70,325.50,888.50
8/17/2006,1294.50,332.90,881.65
8/18/2006,1306.05,332.35,879.10
8/21/2006,1291.30,333.70,883.35
8/22/2006,1324.35,314.75,878.45
8/23/2006,1278.40,307.20,863.15
8/24/2006,1277.60,307.35,874.65
8/25/2006,1278.15,309.85,905.10
8/28/2006,1262.50,312.60,918.90
8/29/2006,1290.70,310.75,922.05
8/30/2006,1300.70,312.30,930.75
8/31/2006,1310.15,312.30,931.25
9/1/2006,1320.00,312.00,931.25
9/4/2006,1319.65,311.20,935.45
9/5/2006,1324.55,316.50,945.15
9/6/2006,1316.40,316.80,948.40
9/7/2006,1355.20,319.90,939.10
9/8/2006,1339.00,315.70,944.25
9/11/2006,1335.70,307.15,918.30
9/12/2006,1329.80,306.40,932.35
9/13/2006,1353.00,306.00,969.65
9/14/2006,1335.30,305.25,976.10
9/15/2006,1333.05,304.75,979.30
9/18/2006,1376.90,314.20,990.50
9/19/2006,1348.10,313.05,977.55
9/20/2006,1373.90,316.15,974.60
9/21/2006,1405.85,328.70,984.70
9/22/2006,1408.80,319.90,975.75
9/25/2006,1397.10,312.40,970.70
9/26/2006,1418.50,311.35,998.75
9/27/2006,1447.65,320.50,1000.90
9/28/2006,1498.40,339.05,1029.30
9/29/2006,1533.15,333.40,1028.65
10/3/2006,1480.30,320.45,1033.35
10/4/2006,1434.90,328.95,1015.30
10/5/2006,1448.10,329.60,1039.70
10/6/2006,1432.30,331.85,1033.15
10/9/2006,1393.20,339.65,1034.60
10/10/2006,1419.80,337.70,1026.00
10/11/2006,1439.80,335.20,1003.95
10/12/2006,1501.15,338.50,1028.85
10/13/2006,1527.00,345.05,1021.45
10/16/2006,1547.15,352.10,1026.80
10/17/2006,1511.90,339.20,1034.30
10/18/2006,1479.90,340.70,1044.45
10/19/2006,1456.35,339.90,1037.30
10/20/2006,1450.75,331.10,1040.65
10/21/2006,1446.85,336.60,1040.25
10/23/2006,1430.70,330.55,1025.15
10/26/2006,1449.05,330.85,1066.45
10/27/2006,1478.65,337.30,1094.20
10/30/2006,1453.15,342.65,1097.85
10/31/2006,1463.90,347.15,1095.65
11/1/2006,1425.75,345.90,1113.80
11/2/2006,1444.50,363.30,1125.40
11/3/2006,1479.00,365.50,1124.05
11/6/2006,1526.15,364.85,1109.35
11/7/2006,1561.30,366.20,1103.75
11/8/2006,1521.55,360.25,1128.55
11/9/2006,1506.45,355.15,1130.55
11/10/2006,1498.25,362.00,1133.90
11/13/2006,1551.10,367.85,1136.60
11/14/2006,1545.70,381.60,1127.25
11/15/2006,1525.80,403.00,1178.45
11/16/2006,1555.90,397.85,1221.95
11/17/2006,1605.25,388.75,1226.40
11/20/2006,1659.60,377.45,1210.10
11/21/2006,1644.50,374.85,1232.90
11/22/2006,1638.45,378.05,1248.20
11/23/2006,1652.95,367.10,1253.95
11/24/2006,1649.40,373.10,1257.65
11/27/2006,1649.65,387.65,1275.60
11/28/2006,1626.75,376.35,1293.05
11/29/2006,1631.25,373.25,1300.70
11/30/2006,1646.95,381.40,1317.05
12/1/2006,1640.95,373.15,1362.65
12/4/2006,1621.80,371.45,1350.70
12/5/2006,1606.00,375.15,1338.20
12/6/2006,1589.40,384.45,1338.25
12/7/2006,1565.95,398.00,1347.80
12/8/2006,1551.40,391.00,1355.35
12/11/2006,1545.15,380.10,1246.40
12/12/2006,1498.30,373.25,1181.85
12/13/2006,1500.00,374.25,1225.40
12/14/2006,1530.10,378.90,1223.70
12/15/2006,1553.65,391.65,1264.45
12/18/2006,1556.30,378.95,1269.30
12/19/2006,1553.15,378.50,1229.85
12/20/2006,1571.55,374.35,1216.60
12/21/2006,1581.95,376.10,1211.65
12/22/2006,1579.05,377.75,1215.05
12/26/2006,1600.35,383.35,1247.05
12/27/2006,1626.15,381.00,1251.00
12/28/2006,1631.45,380.55,1235.55
12/29/2006,1626.90,399.80,1245.60
1/2/2007,1619.55,400.40,1253.55
1/3/2007,1608.00,409.45,1264.85
1/4/2007,1578.70,415.80,1243.00
1/5/2007,1618.15,411.95,1244.10
1/8/2007,1595.05,416.45,1213.70
1/9/2007,1562.40,406.45,1174.90
1/10/2007,1528.25,404.55,1136.40
1/11/2007,1522.55,413.40,1147.45
1/12/2007,1578.70,422.30,1225.45
1/15/2007,1596.50,424.70,1222.25
1/16/2007,1559.60,422.70,1209.80
1/17/2007,1546.50,430.40,1222.55
1/18/2007,1599.50,427.10,1229.00
1/19/2007,1600.15,446.10,1220.30
1/22/2007,1611.85,483.15,1224.55
1/23/2007,1602.55,463.40,1174.05
1/24/2007,1641.10,471.35,1172.55
1/25/2007,1686.75,474.65,1176.45
1/29/2007,1669.55,472.95,1156.15
1/31/2007,1673.85,466.85,1140.45
2/1/2007,1674.95,464.00,1203.00
2/2/2007,1743.65,488.05,1181.05
2/5/2007,1820.35,506.05,1197.05
2/6/2007,1797.10,508.55,1196.50
2/7/2007,1803.05,510.30,1195.05
2/8/2007,1806.95,512.65,1205.25
2/9/2007,1816.75,505.15,1199.65
2/12/2007,1758.95,472.30,1183.70
2/13/2007,1723.55,474.10,1173.40
2/14/2007,1683.05,479.45,1102.30
2/15/2007,1692.50,484.45,1122.60
2/19/2007,1695.85,489.45,1132.10
2/20/2007,1653.00,473.15,1107.75
2/21/2007,1672.80,469.80,1105.90
2/22/2007,1662.05,447.00,1078.05
2/23/2007,1603.90,438.65,1058.20
2/26/2007,1606.35,436.60,1088.40
2/27/2007,1605.95,437.95,1069.15
2/28/2007,1507.25,424.90,1041.85
3/1/2007,1511.35,421.25,1055.65
3/2/2007,1533.85,429.50,1004.90
3/5/2007,1497.20,412.95,962.55
3/6/2007,1492.00,433.15,988.05
3/7/2007,1532.55,437.10,964.40
3/8/2007,1546.80,448.90,999.30
3/9/2007,1563.65,438.20,982.65
3/12/2007,1582.50,440.60,974.20
3/13/2007,1605.30,438.35,980.40
3/14/2007,1556.00,429.60,948.00
3/15/2007,1512.85,429.80,922.10
3/16/2007,1504.15,429.65,913.60
3/19/2007,1534.10,433.45,926.50
3/20/2007,1567.25,428.85,952.35
3/21/2007,1545.50,429.85,982.95
3/22/2007,1574.00,439.00,1029.40
3/23/2007,1593.90,461.40,1026.20
3/26/2007,1574.05,463.40,1013.65
3/28/2007,1518.40,461.15,973.65
3/29/2007,1537.85,461.75,985.65
3/30/2007,1519.80,479.40,994.45
4/2/2007,1434.75,458.70,930.50
4/3/2007,1426.65,465.45,926.75
4/4/2007,1496.90,469.60,935.90
4/5/2007,1527.10,471.05,948.45
4/9/2007,1557.20,505.10,988.90
4/10/2007,1606.95,499.05,991.20
4/11/2007,1581.85,485.45,981.40
4/12/2007,1539.25,479.45,968.00
4/13/2007,1563.05,489.50,997.95
4/16/2007,1575.95,491.75,1013.55
4/17/2007,1581.65,492.70,1010.20
4/18/2007,1593.05,496.85,1034.05
4/19/2007,1561.90,498.60,1053.25
4/20/2007,1650.55,504.45,1073.95
4/23/2007,1667.55,493.40,1060.30
4/24/2007,1711.20,500.45,1133.30
4/25/2007,1755.60,503.60,1139.90
4/26/2007,1737.70,504.65,1145.30
4/27/2007,1686.50,521.55,1101.65
4/30/2007,1666.35,543.50,1101.90
5/3/2007,1679.45,553.05,1123.45
5/4/2007,1633.40,546.30,1128.30
5/7/2007,1628.95,547.30,1119.65
5/8/2007,1604.10,541.35,1081.65
5/9/2007,1591.75,536.10,1122.90
5/10/2007,1683.45,530.15,1123.30
5/11/2007,1654.65,531.45,1153.00
5/14/2007,1675.90,536.70,1205.75
5/15/2007,1671.70,539.95,1227.45
5/16/2007,1698.10,552.50,1284.15
5/17/2007,1710.95,569.40,1327.15
5/18/2007,1702.40,560.45,1327.45
5/21/2007,1718.15,576.15,1348.65
5/22/2007,1792.80,607.10,1326.00
5/23/2007,1804.45,588.40,1308.70
5/24/2007,1757.35,581.25,1286.05
5/25/2007,1816.65,578.85,1298.65
5/28/2007,1845.85,577.60,1308.55
5/29/2007,1812.80,577.00,1322.55
5/30/2007,1827.30,563.75,1327.00
5/31/2007,1882.60,572.30,1353.65
6/1/2007,1863.40,582.10,1378.90
6/4/2007,1894.55,575.40,1406.40
6/5/2007,1897.65,606.90,1436.50
6/6/2007,1833.10,590.50,1389.50
6/7/2007,1819.70,582.25,1360.65
6/8/2007,1749.60,570.70,1356.60
6/11/2007,1758.45,568.85,1339.75
6/12/2007,1779.45,562.10,1332.30
6/13/2007,1751.25,551.40,1290.40
6/14/2007,1824.55,560.20,1313.85
6/15/2007,1785.70,568.75,1324.10
